ts,bid,ask
1754006590500,29734.615155074473,29734.657950960693
1754006590800,29727.831291136314,29727.870395427457
1754006591100,29713.479040762893,29713.56886659534
1754006591400,29713.641553064484,29713.69153812309
1754006591700,29721.84349156227,29721.844651831445
1754006592000,29726.805948073332,29726.809907172898
1754006592300,29730.927630722068,29730.952579515888
1754006592600,29724.92275717925,29724.943782253547
1754006592900,29715.378841255984,29715.51321782244
1754006593200,29712.183199571362,29712.26003127141
1754006593500,29715.56439859887,29715.79586471099
1754006593800,29720.668493239653,29720.72453884522
1754006594100,29719.765491641407,29719.783073408256
1754006594400,29725.06009071515,29725.07183991338
1754006594700,29722.36143072528,29722.38992703517
1754006595000,29722.954955944253,29722.957902337563
1754006595300,29732.5904184442,29732.62142742686
1754006595600,29730.914804475568,29731.03066139406
1754006595900,29731.32137470961,29731.452861155652
1754006596200,29748.397883289905,29748.47213587425
1754006596500,29744.86048333403,29744.863526762783
1754006596800,29755.78464611756,29755.792853021416
1754006597100,29748.67506670416,29748.715960962098
1754006597400,29764.788320297568,29764.803208237445
1754006597700,29746.116929941574,29746.1458736834
1754006598000,29733.367751642192,29733.404458232104
1754006598300,29723.824266170635,29723.834573137985
1754006598600,29742.114339369127,29742.18305934256
1754006598900,29740.46697656269,29740.493038126406
1754006599200,29741.101922149974,29741.204154592335
1754006599500,29731.685533405936,29731.78711369625
1754006599800,29733.101336875443,29733.145854037553
1754006600100,29735.960311237224,29735.964197055062
1754006600400,29727.431750430194,29727.48396838324
1754006600700,29713.470204017733,29713.493410770312
1754006601000,29706.3990709346,29706.411488982845
1754006601300,29707.872519666576,29707.90773878996
1754006601600,29709.213862112752,29709.21581191929
1754006601900,29712.05676972002,29712.060866908414
1754006602200,29706.935158536435,29706.947756424874
1754006602500,29694.363101089988,29694.493073920446
1754006602800,29692.719344070327,29692.7232944207
1754006603100,29684.4324673663,29684.491022378512
1754006603400,29684.635212086054,29684.675740058046
1754006603700,29688.88851089081,29688.935523493394
1754006604000,29683.381914166348,29683.451894276208
1754006604300,29675.623542301328,29675.635737069257
1754006604600,29684.46227965247,29684.475027727014
1754006604900,29685.586303781318,29685.687210665077
1754006605200,29679.929761282114,29679.94129020631
1754006605500,29651.66001316013,29651.666540449223
1754006605800,29655.145038617597,29655.192031337992
1754006606100,29659.678905320165,29659.685704448653
1754006606400,29667.334394880934,29667.36092055907
1754006606700,29662.519909506096,29662.52189485247
1754006607000,29658.775353730223,29658.781644537903
1754006607300,29651.539534209172,29651.55808057682
1754006607600,29660.43601550152,29660.47373086296
1754006607900,29649.55787423668,29649.61727403082
1754006608200,29648.142943300423,29648.185593801594
1754006608500,29640.459592194322,29640.49612626641
1754006608800,29639.736807692803,29639.80991538558
1754006609100,29630.398717571177,29630.399896860912
1754006609400,29631.586611706876,29631.589582167213
1754006609700,29628.021175318943,29628.053468303384
1754006610000,29623.747197290162,29623.773078306527
1754006610300,29633.970149660392,29633.994439836035
1754006610600,29641.556849847428,29641.570647560267
1754006610900,29622.69539376837,29622.743507472584
1754006611200,29633.6008946092,29633.63590092061
1754006611500,29638.982147693976,29639.001430471195
1754006611800,29635.376676001306,29635.44582714185
1754006612100,29647.306349023635,29647.33986451475
1754006612400,29649.029710974366,29649.079939616673
1754006612700,29661.236416908523,29661.255020040004
1754006613000,29657.461371160003,29657.500564004527
1754006613300,29649.865816150024,29649.893166138358
1754006613600,29662.323143720652,29662.324569618646
1754006613900,29679.43596986437,29679.438969449064
1754006614200,29681.968679986217,29681.97520733992
1754006614500,29693.018208780897,29693.065683863086
1754006614800,29690.64657036798,29690.68614972534
1754006615100,29675.43038383054,29675.521912687826
1754006615400,29675.49136450865,29675.491780139666
1754006615700,29689.067283803266,29689.07500328185
1754006616000,29670.48993042963,29670.49945430573
1754006616300,29667.29664183163,29667.298201438272
1754006616600,29649.037163251294,29649.075190248088
1754006616900,29653.604186523437,29653.76128545722
1754006617200,29660.252769292038,29660.307142288013
1754006617500,29648.29975888005,29648.375991215747
1754006617800,29645.633766857354,29645.649780098138
1754006618100,29657.409040953724,29657.42373532652
1754006618400,29654.308131923004,29654.377159745745
1754006618700,29642.631820739425,29642.645346390356
1754006619000,29630.73033216432,29630.788717741576
1754006619300,29613.040353912966,29613.157631537997
1754006619600,29623.07600011448,29623.079864376276
1754006619900,29616.854697056755,29616.875178812756
1754006620200,29626.774919620915,29626.890318604517
1754006620500,29630.22451208833,29630.35059458015
1754006620800,29626.39715794652,29626.39738852143
1754006621100,29623.534566370654,29623.536373961346
1754006621400,29631.215608595317,29631.369559684812
1754006621700,29629.422483389953,29629.529496548155
1754006622000,29631.739808924372,29631.84439825399
1754006622300,29617.110156620045,29617.163944816217
1754006622600,29626.33256582026,29626.33727603215
1754006622900,29619.027728968307,29619.175241448982
1754006623200,29599.185136460343,29599.245647983553
1754006623500,29591.582900028556,29591.62825438049
1754006623800,29598.178144326648,29598.20836115674
1754006624100,29613.126330791263,29613.191348399432
1754006624400,29612.26051572745,29612.298266902148
1754006624700,29601.523688223206,29601.563644913396
1754006625000,29620.00883692633,29620.108570042703
1754006625300,29620.43495146424,29620.51502650129
1754006625600,29616.932386856453,29616.944292522283
1754006625900,29607.793889745983,29607.88124773073
1754006626200,29597.934141800575,29597.973387380818
1754006626500,29611.151848877074,29611.154531796303
1754006626800,29608.272047719183,29608.300338463705
1754006627100,29606.614121111274,29606.647950818693
1754006627400,29598.709445234428,29598.71151096247
1754006627700,29613.318243229056,29613.37983971006
1754006628000,29611.136497314696,29611.155840742682
1754006628300,29615.29627894842,29615.33748454611
1754006628600,29619.670617964428,29619.68024205042
1754006628900,29621.51093686715,29621.603304721535
1754006629200,29612.046684726436,29612.12919553614
1754006629500,29618.939935856233,29618.954691755756
1754006629800,29629.92828268404,29629.941901337395
1754006630100,29631.49424974185,29631.51064665432
1754006630400,29625.53852273684,29625.616493666777
1754006630700,29612.146160826855,29612.25443597997
1754006631000,29613.63479967751,29613.64681102135
1754006631300,29614.817121950255,29614.83074554449
1754006631600,29611.056402327515,29611.113672868712
1754006631900,29607.835863020922,29607.841847910855
1754006632200,29598.530197673652,29598.657509396246
1754006632500,29599.983407873795,29600.18478876694
1754006632800,29606.595894553586,29606.692561154054
1754006633100,29605.789366155146,29605.848100326253
1754006633400,29606.617593046474,29606.61809994829
1754006633700,29614.366657173905,29614.37111250439
1754006634000,29615.36409262524,29615.368953159217
1754006634300,29612.49193986519,29612.52220534529
1754006634600,29617.162005838352,29617.205048303356
1754006634900,29613.75108130822,29613.787902006814
1754006635200,29608.229262169036,29608.254080778883
1754006635500,29594.0291575958,29594.085155502933
1754006635800,29597.268870746197,29597.297593233594
1754006636100,29585.860880893968,29585.991231372536
1754006636400,29580.59131825647,29580.599357706502
1754006636700,29585.921579985086,29585.927459859187
1754006637000,29585.574383347684,29585.57642247446
1754006637300,29593.855421105047,29593.875330305218
1754006637600,29596.391149946252,29596.39689299173
1754006637900,29593.039089133938,29593.04822542681
1754006638200,29590.11758387771,29590.121218225777
1754006638500,29585.168578259614,29585.260328386055
1754006638800,29591.46755807436,29591.48430511289
1754006639100,29593.6357089787,29593.65994205282
1754006639400,29586.24872419176,29586.257139668527
1754006639700,29596.1135030253,29596.26458379018
1754006640000,29597.494059917193,29597.635954534813
1754006640300,29592.190518214833,29592.201333101017
1754006640600,29578.85367704182,29578.863161558016
1754006640900,29584.402166176846,29584.561994276064
1754006641200,29584.288970885984,29584.297753733557
1754006641500,29586.23107192989,29586.283868702063
1754006641800,29582.27200146729,29582.369544410976
1754006642100,29574.41218888992,29574.412956831777
1754006642400,29572.42165879117,29572.435463408805
1754006642700,29575.387386043123,29575.394416169704
1754006643000,29575.192531601824,29575.19441592325
1754006643300,29570.14059636522,29570.18835955717
1754006643600,29569.131547304805,29569.133946994847
1754006643900,29569.58421021343,29569.605759069604
1754006644200,29571.305896149162,29571.414204383036
1754006644500,29566.23162862324,29566.306910502568
1754006644800,29572.993972010514,29573.03952197782
1754006645100,29577.154000860304,29577.22349067138
1754006645400,29589.35404714399,29589.43656322946
1754006645700,29585.149278781406,29585.160714491416
1754006646000,29585.100418062015,29585.119000730643
1754006646300,29574.349427942245,29574.436105581357
1754006646600,29581.360642094376,29581.453923333742
1754006646900,29561.628054882913,29561.745221250032
1754006647200,29558.540835364594,29558.5636209158
1754006647500,29555.1811229621,29555.21268602772
1754006647800,29562.14397312096,29562.18181685741
1754006648100,29564.285659726625,29564.361868943877
1754006648400,29554.33506763095,29554.357867558974
1754006648700,29541.962608739173,29542.011226987946
1754006649000,29534.16972641254,29534.17298621405
1754006649300,29535.012300786828,29535.014685675447
1754006649600,29536.66003153276,29536.72986255814
1754006649900,29532.599749179448,29532.602417741662
1754006650200,29530.62571496721,29530.844462413093
1754006650500,29526.195425953498,29526.207221242075
1754006650800,29535.11304087064,29535.149560465874
1754006651100,29525.104734939967,29525.1279866752
1754006651400,29526.318717840462,29526.36413790226
1754006651700,29541.247602084844,29541.252342940115
1754006652000,29546.405156863915,29546.479253995585
1754006652300,29540.368096990962,29540.382910108703
1754006652600,29545.570189280697,29545.583391942026
1754006652900,29540.279477936583,29540.417068333958
1754006653200,29540.412422875255,29540.430206889818
1754006653500,29553.294117701316,29553.297030712918
1754006653800,29572.980164574306,29572.99230216108
1754006654100,29554.461961363435,29554.55618046043
1754006654400,29560.883052052133,29560.9870881005
1754006654700,29580.847769246953,29580.939224368987
1754006655000,29574.049314648313,29574.12653716409
1754006655300,29576.67817633088,29576.679443305864
1754006655600,29589.044545187495,29589.128577269632
1754006655900,29584.123525518047,29584.15013212992
1754006656200,29588.795928829502,29588.985677904173
1754006656500,29586.933615314247,29586.95773470717
1754006656800,29573.388492718568,29573.436731368685
1754006657100,29575.774456700714,29575.923104793586
1754006657400,29576.538549995665,29576.59523761732
1754006657700,29581.879712644586,29581.9196644564
1754006658000,29599.798498113603,29599.817794674702
1754006658300,29608.126877169423,29608.179016782604
1754006658600,29602.633570039117,29602.663628246646
1754006658900,29608.865275353706,29608.888782256883
1754006659200,29608.464257719406,29608.497180500013
1754006659500,29615.622070422472,29615.655211448702
1754006659800,29604.997998425373,29605.01490158106
1754006660100,29594.687545915735,29594.703144833966
1754006660400,29577.696074650732,29577.82835644469
1754006660700,29581.694135928585,29581.75179736642
1754006661000,29582.565639271405,29582.5964173125
1754006661300,29576.858896315407,29576.90863417098
1754006661600,29568.772437227966,29568.86815527594
1754006661900,29563.39130852567,29563.39291528413
1754006662200,29555.695442282864,29555.704016230367
1754006662500,29551.55737120718,29551.559019165106
1754006662800,29549.638394979505,29549.695405817387
1754006663100,29562.799401212193,29562.803763574615
1754006663400,29564.255145417188,29564.28294443026
1754006663700,29556.4880942167,29556.584776907315
1754006664000,29550.568829403528,29550.59694391972
1754006664300,29563.84016697299,29563.872579611238
1754006664600,29568.298911648777,29568.658526805364
1754006664900,29566.380360293606,29566.419331384506
1754006665200,29578.906948894866,29578.932819019064
1754006665500,29592.204247229834,29592.31952993171
1754006665800,29578.350516140672,29578.541759677988
1754006666100,29572.579429372247,29572.593037685987
1754006666400,29557.365870629008,29557.410423804882
1754006666700,29562.093467041435,29562.136481347312
1754006667000,29557.63942032689,29557.678978253436
1754006667300,29552.795014932475,29552.852802416186
1754006667600,29546.396775780515,29546.41313072008
1754006667900,29555.12828555821,29555.180948603607
1754006668200,29550.238633143734,29550.251131853296
1754006668500,29544.656400812775,29544.75814473303
1754006668800,29558.22608125702,29558.22669540407
1754006669100,29547.42642645968,29547.48952911883
1754006669400,29536.50295862082,29536.523983199026
1754006669700,29559.38086286443,29559.46628877916
1754006670000,29555.508693298827,29555.51353147885
1754006670300,29550.555597030598,29550.580732908795
1754006670600,29544.07534384355,29544.07928028862
1754006670900,29542.450888241754,29542.45829231392
1754006671200,29549.837364711348,29549.873603593005
1754006671500,29559.782232797,29559.845208044913
1754006671800,29561.887810231718,29561.910430219854
1754006672100,29558.386337646654,29558.394106428612
1754006672400,29544.846746632757,29544.900944291985
1754006672700,29550.529249331626,29550.54936843243
1754006673000,29561.393005403348,29561.432488006125
1754006673300,29571.95483397339,29572.045395313427
1754006673600,29567.77934228723,29567.79123506597
1754006673900,29574.37903631827,29574.42032966474
1754006674200,29574.314759386532,29574.34882559255
1754006674500,29571.03343490475,29571.10731072674
1754006674800,29562.828011248363,29562.858551440288
1754006675100,29560.943701003667,29560.99722630867
1754006675400,29559.725797048297,29559.81803881107
1754006675700,29558.710589613216,29558.768497533576
1754006676000,29565.642461503707,29565.6721523334
1754006676300,29581.924098386433,29582.051370823418
1754006676600,29594.13711148773,29594.186055026697
1754006676900,29591.356152679666,29591.446444316087
1754006677200,29585.208168052617,29585.214207935118
1754006677500,29579.796326217114,29579.832375224545
1754006677800,29571.77810713787,29571.813962114524
1754006678100,29571.980641589464,29572.0695352209
1754006678400,29575.165890106746,29575.19574963096
1754006678700,29575.527467156942,29575.699728153137
1754006679000,29579.15157897912,29579.15475238767
1754006679300,29580.923662545323,29581.0523830767
1754006679600,29578.8166690819,29578.948070568305
1754006679900,29571.522621089036,29571.600838492213
1754006680200,29590.45196020972,29590.461140867403
1754006680500,29593.463527369593,29593.552744640478
1754006680800,29589.503467614697,29589.540680999824
1754006681100,29580.90544567052,29580.94374957338
1754006681400,29577.513072882182,29577.56882454519
1754006681700,29578.265899807928,29578.38102010543
1754006682000,29587.78236448902,29587.794299356578
1754006682300,29595.16829387087,29595.315532444416
1754006682600,29606.17382408553,29606.185574171486
1754006682900,29613.356081737744,29613.42283474974
1754006683200,29624.97482627475,29625.003771394473
1754006683500,29630.25210471962,29630.40332151563
1754006683800,29636.1542985518,29636.161445040856
1754006684100,29631.89316165367,29631.90933713999
1754006684400,29618.41602334272,29618.42179953896
1754006684700,29618.02996097667,29618.037738259354
1754006685000,29633.412601047123,29633.48210016865
1754006685300,29628.478014223005,29628.486696041702
1754006685600,29622.24473705736,29622.435549165126
1754006685900,29632.060871385176,29632.142241617737
1754006686200,29635.244389813244,29635.24801225738
1754006686500,29628.048749884503,29628.08517264083
1754006686800,29640.88961215979,29640.94332771547
1754006687100,29646.76159337002,29646.910098862354
1754006687400,29654.379739024815,29654.459079315893
1754006687700,29650.98553162133,29651.01843289053
1754006688000,29654.050945039537,29654.06117196655
1754006688300,29658.87595318122,29658.904943153993
1754006688600,29666.57502086431,29666.759309304372
1754006688900,29673.67591400934,29673.68607056084
1754006689200,29685.275016398162,29685.28097058976
1754006689500,29686.031923842696,29686.073253152812
1754006689800,29693.90193044206,29693.96558964989
1754006690100,29683.53707560419,29683.62272816163
1754006690400,29688.635744998002,29688.748211869966
1754006690700,29692.644269171833,29692.659684949474
1754006691000,29690.278259179944,29690.28663367237
1754006691300,29683.749743054428,29683.760858743324
1754006691600,29683.239419860623,29683.24341438313
1754006691900,29671.592505982644,29671.744710345916
1754006692200,29675.93917942159,29675.94433840691
1754006692500,29678.714293189933,29678.942893702868
1754006692800,29670.201144761202,29670.229927050044
1754006693100,29669.063885160213,29669.093501629817
1754006693400,29679.101315202395,29679.16514378671
1754006693700,29687.483929826594,29687.513725810946
1754006694000,29697.09769574622,29697.130132037295
1754006694300,29697.677859733805,29697.68577908534
1754006694600,29693.462679257744,29693.534181400504
1754006694900,29690.066401470638,29690.07559896298
1754006695200,29697.09982999108,29697.129281531874
1754006695500,29715.740101802334,29715.744276887275
1754006695800,29729.07731846065,29729.117345000275
1754006696100,29740.97568545136,29741.30729380904
1754006696400,29756.570660206613,29756.578508216808
1754006696700,29740.590413280697,29740.66622233713
1754006697000,29740.12305979245,29740.316100370117
1754006697300,29736.32562218678,29736.326395099142
1754006697600,29746.319045255404,29746.324247142693
1754006697900,29762.232622388794,29762.244759196576
1754006698200,29753.423511358345,29753.511438320613
1754006698500,29755.072422031768,29755.14659150976
1754006698800,29758.102333690593,29758.163950866212
1754006699100,29757.8255979847,29757.9249630793
1754006699400,29751.72347367989,29751.745364312
1754006699700,29746.849596551765,29746.857737027538
1754006700000,29754.628475700105,29754.66740705916
1754006700300,29746.760381702334,29746.93224795287
1754006700600,29754.477000725397,29754.4923078477
1754006700900,29753.386822709646,29753.440903608483
1754006701200,29761.66465735924,29761.679680917423
1754006701500,29779.014801363992,29779.028931230263
1754006701800,29770.859652149727,29770.86224452795
1754006702100,29764.39321148718,29764.514878223505
1754006702400,29767.690148124802,29767.695145996677
1754006702700,29758.189437728965,29758.247037112546
1754006703000,29750.378600479522,29750.429726134545
1754006703300,29748.243840236457,29748.250403655562
1754006703600,29752.515696727998,29752.52449893752
1754006703900,29738.844663089283,29738.86774308579
1754006704200,29739.050370718465,29739.168164581064
1754006704500,29742.701286669373,29742.784966458403
1754006704800,29754.881526871985,29754.904489444925
1754006705100,29736.39912681269,29736.561101846604
1754006705400,29745.597494922687,29745.687256934252
1754006705700,29754.63470710637,29754.712120601504
1754006706000,29747.627663086427,29747.6367476266
1754006706300,29731.380540715152,29731.387121135558
1754006706600,29735.161351403964,29735.17916327004
1754006706900,29735.300589092323,29735.30578487216
1754006707200,29731.30562209466,29731.445730946863
1754006707500,29741.8980699779,29741.924196893437
1754006707800,29739.18602883208,29739.29630094505
1754006708100,29742.97284779451,29743.005612144996
1754006708400,29745.905740796377,29745.939223864618
1754006708700,29752.93770488251,29752.93953517697
1754006709000,29765.44011902444,29765.46098342834
1754006709300,29782.69278852015,29782.744500000284
1754006709600,29782.761982530825,29782.81368330168
1754006709900,29783.533404784917,29783.54633426809
1754006710200,29802.273951303825,29802.27540318117
1754006710500,29811.405192410686,29811.424879899667
1754006710800,29814.66458014259,29814.740758579777
1754006711100,29803.171573112275,29803.234451057637
1754006711400,29811.486406102005,29811.55774813873
1754006711700,29804.287831410737,29804.349994747616
1754006712000,29800.074040988013,29800.109368675254
1754006712300,29788.074251079997,29788.075735308812
1754006712600,29784.503982808743,29784.515005067664
1754006712900,29784.083953527403,29784.1343674158
1754006713200,29770.124369530302,29770.147172245128
1754006713500,29763.258987051944,29763.271100476406
1754006713800,29760.99830792151,29761.061045841838
1754006714100,29752.545963697015,29752.621944263603
1754006714400,29740.878388012097,29740.901733668383
1754006714700,29729.367333408758,29729.379394739008
1754006715000,29719.404560826282,29719.443955127004
1754006715300,29725.11041827155,29725.112375213008
1754006715600,29716.36447078732,29716.39502361028
1754006715900,29723.883750816556,29724.14349730899
1754006716200,29733.396277416796,29733.462770491322
1754006716500,29723.010921557507,29723.02828680285
1754006716800,29718.452299753648,29718.46872741571
1754006717100,29718.242059117434,29718.30400534663
1754006717400,29704.156331094815,29704.262355959716
1754006717700,29705.434534714266,29705.462698009644
1754006718000,29702.435817287125,29702.450586636765
1754006718300,29706.87208891845,29707.047846795915
1754006718600,29716.46981883381,29716.573846418916
1754006718900,29706.715540391822,29706.790333846795
1754006719200,29705.561888503467,29705.639594732154
1754006719500,29707.724477588366,29707.750477567162
1754006719800,29718.393121066874,29718.453256558023
1754006720100,29697.903235166446,29697.918025775394
1754006720400,29711.04164720713,29711.068253049023
1754006720700,29706.322337456346,29706.382456834443
1754006721000,29721.18410097214,29721.236820108148
1754006721300,29715.962128394644,29716.030380795488
1754006721600,29711.10678181737,29711.152644984162
1754006721900,29708.386833340133,29708.389896948698
1754006722200,29721.001217720706,29721.027339828575
1754006722500,29721.2754697078,29721.3534464218
1754006722800,29699.202431541824,29699.2302942385
1754006723100,29707.4887004796,29707.52222065582
1754006723400,29694.225537553357,29694.254644270477
1754006723700,29682.855589784354,29682.870006526122
1754006724000,29672.92092881052,29673.090874968962
1754006724300,29656.443616899684,29656.52036941018
1754006724600,29646.70187143686,29646.84930848
1754006724900,29637.46967461788,29637.494403268043
1754006725200,29630.971429374033,29631.0256800574
1754006725500,29630.28948074574,29630.3318824987
1754006725800,29626.332243615412,29626.373630176713
1754006726100,29613.88022002149,29613.916401397448
1754006726400,29612.654586465876,29612.724367153758
1754006726700,29623.69540452095,29623.74672023637
1754006727000,29630.944466301426,29631.025886889078
1754006727300,29627.86099834556,29627.86358459887
1754006727600,29635.659237501655,29635.720259571455
1754006727900,29646.130124273695,29646.137816918148
1754006728200,29658.08280029234,29658.148331090542
1754006728500,29668.99772926351,29669.06359029653
1754006728800,29668.555393462204,29668.586570711745
1754006729100,29668.578906913925,29668.58005773433
1754006729400,29678.337866531834,29678.453048495172
1754006729700,29692.73050094443,29692.73281121919
1754006730000,29707.16114189034,29707.205942909284
1754006730300,29684.68402554515,29684.69341901832
1754006730600,29685.713523543553,29685.776341226763
1754006730900,29655.495904169373,29655.511739367656
1754006731200,29661.867295857566,29662.158643161758
1754006731500,29661.250566173592,29661.257264039043
1754006731800,29664.140058523444,29664.260834978253
1754006732100,29660.93615361078,29660.988597611646
1754006732400,29671.906691216507,29671.912289021668
1754006732700,29670.20338282795,29670.20815606896
1754006733000,29677.735086475324,29677.736959463386
1754006733300,29683.697840546753,29683.793146024662
1754006733600,29691.03770210653,29691.110280736706
1754006733900,29690.68063548079,29690.77505006597
1754006734200,29691.537163998593,29691.576352113105
1754006734500,29683.06603720945,29683.195499525253
1754006734800,29689.930763973673,29689.97901214291
1754006735100,29696.43625751131,29696.457885285072
1754006735400,29694.915257375487,29694.918038382453
1754006735700,29698.660015679205,29698.662005596685
1754006736000,29708.365906472634,29708.44331632063
1754006736300,29694.45396952821,29694.470123920695
1754006736600,29697.41301936972,29697.413560707646
1754006736900,29693.032987851275,29693.054760342984
1754006737200,29685.545072141165,29685.616357098672
1754006737500,29684.97168221963,29685.072662292605
1754006737800,29676.744186717788,29676.869632977778
1754006738100,29675.942319613958,29676.011444574422
1754006738400,29676.59178438754,29676.63460443536
1754006738700,29679.34092149827,29679.56607739977
1754006739000,29682.749574329657,29682.909054338703
1754006739300,29701.68764211923,29701.707969782627
1754006739600,29696.76454702324,29696.77904948417
1754006739900,29702.130237628826,29702.230045126194
1754006740200,29691.356919058875,29691.35790715616
1754006740500,29696.262670336837,29696.358166896884
1754006740800,29705.92537919405,29705.935088633967
1754006741100,29716.41066946523,29716.451825985932
1754006741400,29711.268567953488,29711.272909601164
1754006741700,29707.6915598399,29707.698404322276
1754006742000,29719.548856934067,29719.56677684222
1754006742300,29718.29603830109,29718.32212136489
1754006742600,29723.807748931747,29723.813142592564
1754006742900,29718.93397353243,29719.0212808881
1754006743200,29733.20971776756,29733.321767756788
1754006743500,29742.150040525703,29742.16324514985
1754006743800,29743.70224247712,29743.799101215584
1754006744100,29737.325423158898,29737.60196238283
1754006744400,29735.832995243265,29735.846526205645
1754006744700,29739.379075886274,29739.429798566576
1754006745000,29741.650048246025,29741.66349644379
1754006745300,29737.159593272656,29737.22178657452
1754006745600,29735.225023890678,29735.22608303014
1754006745900,29737.357851589215,29737.438738060846
1754006746200,29749.65381183498,29749.66173625502
1754006746500,29734.84068239902,29734.852655409257
1754006746800,29717.4718903753,29717.705458719876
1754006747100,29704.920869782545,29705.038051924035
1754006747400,29698.36573270414,29698.486379633785
1754006747700,29684.002416334042,29684.00252574296
1754006748000,29690.790201981203,29690.828115664037
1754006748300,29689.14711694173,29689.223158962548
1754006748600,29689.638556303744,29689.679978891854
1754006748900,29684.80778674451,29684.858044710352
1754006749200,29684.014423341985,29684.132282838837
1754006749500,29687.162177589642,29687.176743196767
1754006749800,29687.9978928833,29688.06068128691
1754006750100,29682.383992445106,29682.384927441944
1754006750400,29687.21409020806,29687.2869335725
1754006750700,29676.122537455656,29676.256926674865
1754006751000,29686.17644746321,29686.198136581992
1754006751300,29659.241235681886,29659.30773454766
1754006751600,29654.317289863957,29654.349366562903
1754006751900,29643.841974072082,29643.843267271437
1754006752200,29647.971587350195,29647.982579936197
1754006752500,29636.550182560033,29636.55681877916
1754006752800,29651.297884203363,29651.33503432217
1754006753100,29638.02038126512,29638.090793694722
1754006753400,29656.653947190673,29656.660966704512
1754006753700,29661.512956427836,29661.524259912137
1754006754000,29660.835529338485,29660.953316826988
1754006754300,29664.377068023776,29664.565551104944
1754006754600,29686.194497136792,29686.246977365547
1754006754900,29692.943040143586,29692.957735433
1754006755200,29669.29643264477,29669.333714219654
1754006755500,29683.584394542286,29683.618613785842
1754006755800,29684.42840560853,29684.437083038458
1754006756100,29671.61336619921,29671.689519615906
1754006756400,29678.566720068087,29678.590398312987
1754006756700,29669.11470434568,29669.124529641034
1754006757000,29667.782755194163,29667.790077011556
1754006757300,29671.60245873451,29671.673549405932
1754006757600,29664.318190110564,29664.398918205676
1754006757900,29669.352441167925,29669.42715035576
1754006758200,29658.9807535185,29659.060010975398
1754006758500,29663.33653531169,29663.422896492295
1754006758800,29660.214208795485,29660.216538798973
1754006759100,29656.157221050933,29656.1935196547
1754006759400,29675.112491380747,29675.170732445007
1754006759700,29674.71667712675,29674.71735761797
1754006760000,29666.096369112056,29666.117274050142
1754006760300,29663.631827970068,29663.655645138297
1754006760600,29657.779346718467,29657.878092849125
1754006760900,29655.80390667391,29655.819246566756
1754006761200,29659.769223681913,29659.77486145762
1754006761500,29662.17110656565,29662.205669942494
1754006761800,29661.744732612966,29661.829725992877
1754006762100,29654.590938076202,29654.594870967405
1754006762400,29656.64180351225,29656.6565885918
1754006762700,29669.031257569924,29669.09674603087
1754006763000,29661.604841142835,29661.62329563128
1754006763300,29662.549340037676,29662.565275982535
1754006763600,29664.587339415863,29664.856864182977
1754006763900,29671.147681333718,29671.162772420965
1754006764200,29683.6485141305,29683.677790810438
1754006764500,29677.306942949002,29677.30958389876
1754006764800,29679.244996787977,29679.266084375795
1754006765100,29665.475035668995,29665.498952696824
1754006765400,29658.728656595733,29658.79623063648
1754006765700,29657.015526439878,29657.134176617103
1754006766000,29663.0620989803,29663.063850699844
1754006766300,29667.47104623899,29667.761962453264
1754006766600,29667.76143349045,29667.766401185967
1754006766900,29655.216768146005,29655.320949828325
1754006767200,29659.142714048638,29659.239652082102
1754006767500,29659.20340699406,29659.267581751326
1754006767800,29659.684233912776,29659.753033900728
1754006768100,29659.16620935034,29659.201506592843
1754006768400,29671.939205352483,29671.961225173985
1754006768700,29674.874104871247,29674.875464574907
1754006769000,29682.04173310609,29682.086936153464
1754006769300,29680.577364035355,29680.662469121078
1754006769600,29688.574457954477,29688.603782413593
1754006769900,29683.222609711804,29683.222923258967
1754006770200,29684.121791137633,29684.176011027204
1754006770500,29701.338030436407,29701.34980959357
1754006770800,29702.058096863955,29702.18510983177
1754006771100,29693.229266852355,29693.245878824873
1754006771400,29709.335598100537,29709.38798544428
1754006771700,29716.068644992592,29716.139249902117
1754006772000,29725.8417887541,29725.954573833682
1754006772300,29730.100664446323,29730.173395670867
1754006772600,29730.60200963962,29730.70769844011
1754006772900,29730.62158664741,29730.623883469823
1754006773200,29722.44091383506,29722.5130819813
1754006773500,29735.31669419809,29735.353403076086
1754006773800,29732.92861232159,29732.95851650686
1754006774100,29728.50287420414,29728.520163595385
1754006774400,29722.099777498148,29722.10306133408
1754006774700,29743.744728381178,29743.744742450603
1754006775000,29749.30382488558,29749.362162206402
1754006775300,29748.483112081623,29748.490137222638
1754006775600,29743.770518032696,29743.835859756116
1754006775900,29748.88591440767,29748.889075497835
1754006776200,29755.426117958967,29755.463941945505
1754006776500,29742.62427763828,29742.686719217978
1754006776800,29751.89421931736,29751.914015473627
1754006777100,29752.02281246473,29752.125337666974
1754006777400,29742.143603332646,29742.334683107278
1754006777700,29738.93262992103,29738.947825607356
1754006778000,29747.920592038674,29747.92301719395
1754006778300,29762.92840744834,29762.9354831474
1754006778600,29762.53032897391,29762.54155896693
1754006778900,29767.790733419966,29767.80851718225
1754006779200,29760.14258320862,29760.310153527655
1754006779500,29767.286637454294,29767.43260143687
1754006779800,29772.0821312197,29772.103878014874
1754006780100,29759.12397910695,29759.18290166117
1754006780400,29756.75039493652,29756.810088743696
1754006780700,29761.269735883663,29761.27044457872
1754006781000,29747.920477242387,29747.971974454802
